month,ps_raw,ps_own_z,V,phi,H,entropy_gap
2026-03,5.0,0.0,201.0,0.0249,0.0,1.0
2026-04,7.0,0.0,268.0,0.0261,0.0,1.0
2026-05,7.0,0.5774,264.0,0.0265,0.0,1.0
