month,ps_raw,ps_own_z,V,phi,H,entropy_gap
2026-03,6.2826,0.0,772.0,0.0453,0.8205,0.1795
2026-04,4.7447,0.0,862.0,0.051,0.8922,0.1078
2026-05,15.7692,1.1451,427.0,0.0562,0.343,0.657
2026-06,13.1606,0.5968,399.0,0.0526,0.3733,0.6267
