label,beta,pval,r2,n
1M forward,-0.015687647001406294,0.3302665733838802,0.011154253666856073,87
3M forward,-0.02513762380583781,0.45509433999713267,0.006739859406107995,85
6M forward,0.004981175922821331,0.9240821762651066,0.0001142143328883849,82
Low VIX — 1M,-0.012573158740551902,0.5225109713767159,0.007758566845582848,55
Low VIX — 3M,-0.027054711705934428,0.45250604986730414,0.010898148916439032,54
Low VIX — 6M,0.04154694140127053,0.4985891407685509,0.009397015923466978,51
High VIX — 1M,-0.02067295101071953,0.48564991952848235,0.016341897887934387,32
High VIX — 3M,0.014025493678092932,0.8818487517905106,0.0007746565636420621,31
High VIX — 6M,-0.11591472975735484,0.3055370694170554,0.03615992155297487,31
