label,beta,pval,r2,n
1M forward,-0.0012963310087429378,0.8793612354634541,0.0002725836999019071,87
3M forward,-0.010412015421376536,0.5198159279149546,0.005008625160390245,85
6M forward,-0.013091562848766121,0.6340652116259395,0.0028460483360093214,82
Low VIX — 1M forward,0.00032572134184744267,0.9719165060343966,2.3605729625564287e-05,55
Low VIX — 3M forward,-0.017068839969305666,0.3486324875927247,0.016911196150329766,54
Low VIX — 6M forward,-0.04273798796528579,0.1245254390528284,0.04747983734954886,51
High VIX — 1M forward,-0.006628517299559992,0.7421941558859505,0.0036607888312096826,32
High VIX — 3M forward,0.017600190586794812,0.6328502877210745,0.007974266753247305,31
High VIX — 6M forward,0.09178002185125406,0.18036377029665884,0.061013143092203515,31
