month,ps_zscore,high_conviction,V,phi,H,entropy_gap,fwd_1m,fwd_3m,fwd_6m,ret,vix_close,mkt_fwd_1m,mkt_fwd_3m,mkt_fwd_6m,sec_fwd_1m,sec_fwd_3m,sec_fwd_6m,momentum
2023-10,1.2703,False,53,0.2453,0.5701,0.4299,0.24444433136975596,0.35833329888088916,0.29874064125857225,-0.072164805480323,18.139999389648438,0.09134364769593661,0.15934431442744956,0.20894587157980138,0.12895538978149212,0.20795134135779336,0.20131608056441674,-0.03178095286030619
2023-11,-0.12,False,65,0.2308,0.891,0.109,0.10379473640811199,0.054792793517245864,0.06707079387297687,0.24444433136975596,12.920000076293945,0.04143308784720534,0.1177476626481555,0.16378926350643375,0.039533448373016755,0.12031044126294765,0.13940106923736262,-0.03279057102615155
2023-12,0.7755,False,46,0.1739,0.4772,0.5228,-0.011122364843819232,-0.13034806550186928,-0.06461853190340616,0.10379473640811199,12.449999809265137,0.020045489673743422,0.10494347308233976,0.15319323612521574,0.02928155747934258,0.08442181361469481,0.1798811400567486,0.007950150868807774
2024-01,1.2604,False,47,0.1915,0.3821,0.6179,-0.03364592935793931,-0.04387189629483024,-0.021374784642139932,-0.011122364843819232,14.350000381469727,0.052186823342878386,0.04278414663796215,0.1479123114711176,0.047045909540209374,-0.005492986816769019,0.11061212198278403,0.03348898823905468
2024-02,0.7114,False,24,0.1667,0.0,1.0,-0.08994711216665674,0.011640201214107249,-0.030687832567947826,-0.03364592935793931,13.399999618530273,0.02950310836926473,0.04119140875606653,0.1164688179605724,0.0062324743907460345,0.01704048027339078,0.06812729706674658,0.016465823437429767
2024-03,0.7114,False,23,0.1739,0.0,1.0,0.08720933121820607,0.0755814263052208,0.027907025036144395,-0.08994711216665674,13.010000228881836,-0.03733784451969746,0.04366717775007878,0.10386667293331353,-0.056061290355904236,0.08802785525298495,0.08767224014996322,0.024220395279665463
2024-04,-0.3435,False,25,0.04,0.0,1.0,0.02245988030266899,0.023529390638670655,-0.05133690424466553,0.08720933121820607,15.649999618530273,0.050579723908376284,0.10081488596858579,0.13993464347376627,0.07076979909729952,0.11674639520934327,0.13634151608864742,0.023559809321521612
2024-05,0.3598,False,29,0.1034,0.0,1.0,-0.032426764046906364,-0.04184099616766479,-0.03556489464071799,0.02245988030266899,12.920000076293945,0.03195108465249685,0.0722992992176541,0.14975832066411665,0.07646547235068946,0.05023085883427503,0.11610485404283466,0.05012216543794312
2024-06,0.3598,False,33,0.0909,0.0,1.0,0.03459457095781726,-0.04432430693122402,-0.061621633662998776,-0.032426764046906364,12.4399995803833,0.015374300833944421,0.05768074005451784,0.08370543304640643,-0.031145989319825484,-0.0003268437488110898,0.03145616642815385,0.01312475692676196
2024-07,0.0081,False,31,0.0645,0.0,1.0,-0.042842199423286265,-0.07314523214288993,-0.0940439496449228,0.03459457095781726,16.360000610351562,0.02336543235242594,0.035537089844819514,0.09964876329470074,0.006992716111659192,0.017546616638624668,0.05851673482423392,-0.009578826482407765
2024-08,-0.6951,False,24,0.0,1.0,0.0,-0.034934474167840124,0.006550167041007082,-0.16473780918916336,-0.042842199423286265,15.0,0.017882589041745556,0.07223638167345303,0.060900614803826914,0.02464484573867387,0.06272334759014586,0.027119776129068907,-0.001959337182135016
2024-09,-0.6951,False,20,0.0,1.0,0.0,0.0033936384969088795,-0.018099577981554704,-0.23066848091230507,-0.034934474167840124,16.729999542236328,-0.005883619914829885,0.02460543338488619,-0.01876352201271525,-0.013823553808964384,0.0317934016515482,-0.08225633228513263,-0.0034920488596928423
2024-10,-0.1246,False,25,0.12,0.4591,0.5409,0.03945879922756412,-0.02254799589621881,-0.06864919726061247,0.0033936384969088795,23.15999984741211,0.05963336231606009,0.061911518262941945,-0.018570505490365652,0.0517008781378856,0.04026362774508585,-0.052000955869866194,0.005676724140109927
2024-11,0.1409,False,33,0.1212,0.4056,0.5944,-0.05856828788202362,-0.17017331260667523,-0.09966509561247106,0.03945879922756412,13.510000228881836,-0.027333851839333567,-0.01057207819411432,-0.015595908470046105,-0.005176847514632321,-0.03350220124721315,-0.008709001745950795,-0.008292557980106271
2024-12,0.1409,False,27,0.1481,0.4056,0.5944,-0.0011521526412334726,-0.21648723044011198,-0.13122257164091977,-0.05856828788202362,17.350000381469727,0.030312352550008415,-0.042327469662470585,0.060937639631928775,-0.005727807650877659,-0.11053543641016328,0.09276726623454978,-0.0054594048259570815
2025-01,-0.3435,False,11,0.0909,0.0,1.0,-0.11753145072761151,-0.047164670153460375,-0.16713424161795865,-0.0011521526412334726,16.43000030517578,-0.012694732544601295,-0.07578976437223206,0.056554697554167976,-0.022875974362412177,-0.0886934630358539,0.14222752303525854,-0.009816325465143291
2025-02,0.0081,False,15,0.1333,0.0,1.0,-0.11111105569512625,0.08496740110358059,-0.10065349410973523,-0.11753145072761151,19.6299991607666,-0.05855127922553982,-0.005077510109844363,0.09209861143025977,-0.08446771185994728,0.025652618695310547,0.16767862337896755,-0.015774112731651746
2025-03,0.0081,False,19,0.1053,0.0,1.0,0.2147058160126769,0.10882357264845433,-0.014705860899621892,-0.11111105569512625,22.280000686645508,-0.0056880698198228385,0.10782924854073439,0.1980181306256943,0.018687855031014333,0.22856751237417816,0.3697346597677069,-0.02822232128237262
