month,starting_capital_usd,long_capital_usd,short_capital_usd,n_long,n_short,hc_long_count,hc_short_count,gbpusd,date_recorded
2026-05,1000000,700000.0,300000.0,4,3,0,1,1.3632,2026-05-10
