label,beta,pval,r2,n
1M forward,0.019043067937218966,0.27068514630334845,0.018924449372297758,66
3M forward,0.06107966506345025,0.04854895570624198,0.06130207797681542,64
6M forward,0.11589960212104068,0.002815464822018981,0.14145303343398463,61
Low VIX — 1M,-0.011229752674679776,0.46264701950033493,0.013563682907185792,42
Low VIX — 3M,0.013434778161591691,0.6874674424055303,0.00419445996157819,41
Low VIX — 6M,0.0765183436212753,0.10545455767847431,0.07115993929394482,38
High VIX — 1M,0.14983388146114734,0.0013100882912917794,0.3810991300271004,24
High VIX — 3M,0.25076508974074574,0.0005215072223759051,0.4436228643194613,23
High VIX — 6M,0.2525706568719258,0.001061629708161867,0.40670755742607434,23
