label,beta,pval,r2,n
1M forward,-0.001310519222953009,0.9130212315686466,0.00014118130177664945,87
3M forward,-0.022087816281182983,0.36989495545891327,0.0096981050330186,85
6M forward,-0.04291683010493603,0.3083560489948968,0.012967718924979943,82
Low VIX — 1M,-0.005807879837337293,0.6149148755253895,0.004808729307066217,55
Low VIX — 3M,-0.03790922765705106,0.10211212249420518,0.050560587990249206,54
Low VIX — 6M,-0.05810710585106044,0.11749111173403363,0.04926497719935552,51
High VIX — 1M,0.00022659675966938547,0.9950285395578198,1.3158574234672926e-06,32
High VIX — 3M,0.034830448536763745,0.644090777867212,0.007459639917230532,31
High VIX — 6M,0.03758787028458663,0.7755025287497324,0.002849180812002472,31
