quarter,date,fcf_margin,ps_zscore_mean,ticker,regime,fcfm_lead1,fcfm_lead2,fcfm_lead4
2020Q1,2020-03-31,17.35038167938931,-0.807,DDOG,negative,25.45326633165829,37.981818181818184,32.42422258592471
2021Q1,2021-03-31,25.45326633165829,-0.9051666666666667,DDOG,negative,37.981818181818184,25.943568464730287,34.48727034120735
2022Q1,2022-03-31,37.981818181818184,-0.5588666666666667,DDOG,negative,25.943568464730287,32.42422258592471,32.13359840954275
2023Q1,2023-03-31,25.943568464730287,-0.4243666666666666,DDOG,negative,32.42422258592471,34.48727034120735,
2024Q1,2024-03-31,32.42422258592471,0.3192,DDOG,negative,34.48727034120735,32.13359840954275,
2025Q1,2025-03-31,34.48727034120735,1.2705666666666666,DDOG,negative,32.13359840954275,,
2026Q1,2026-03-31,32.13359840954275,2.377333333333333,DDOG,negative,,,
2022Q2,2022-04-30,-34.51724137931034,-0.6664333333333333,GTLB,negative,-8.83228346456693,22.152662721893492,
2023Q2,2023-04-30,-8.83228346456693,0.39680000000000004,GTLB,negative,22.152662721893492,49.01860465116279,
2024Q2,2024-04-30,22.152662721893492,-0.09796666666666665,GTLB,negative,49.01860465116279,,
2025Q2,2025-04-30,49.01860465116279,0.30229999999999996,GTLB,negative,,,
2019Q1,2019-03-31,35.834614503941644,-0.45629975230431286,MSFT,positive,31.562547269702012,19.332899799490598,38.83296549496689
2019Q3,2019-09-30,31.562547269702012,0.10669918174662103,MSFT,positive,19.332899799490598,39.22503640672739,19.365772123688366
2019Q4,2019-12-31,19.332899799490598,0.8104478493102883,MSFT,positive,39.22503640672739,38.83296549496689,40.97731741236273
2020Q1,2020-03-31,39.22503640672739,-1.3888618026315172,MSFT,positive,38.83296549496689,19.365772123688366,41.33106781119668
2020Q3,2020-09-30,38.83296549496689,0.5365818153520326,MSFT,positive,19.365772123688366,40.97731741236273,16.654423136405818
2020Q4,2020-12-31,19.365772123688366,-0.22359088520728587,MSFT,positive,40.97731741236273,41.33106781119668,40.61183144246353
2021Q1,2021-03-31,40.97731741236273,0.8843344257243748,MSFT,positive,41.33106781119668,16.654423136405818,33.7476557200431
2021Q3,2021-09-30,41.33106781119668,1.1706306665382573,MSFT,positive,16.654423136405818,40.61183144246353,9.28773200371585
2021Q4,2021-12-31,16.654423136405818,-0.27297124324685,MSFT,positive,40.61183144246353,33.7476557200431,33.740091189435645
2022Q1,2022-03-31,40.61183144246353,-1.5710830895669632,MSFT,positive,33.7476557200431,9.28773200371585,36.56598899446185
2022Q3,2022-09-30,33.7476557200431,-0.48499381468905867,MSFT,positive,9.28773200371585,33.740091189435645,14.701709126088359
2022Q4,2022-12-31,9.28773200371585,-1.4270379663580623,MSFT,positive,33.740091189435645,36.56598899446185,33.8921400627243
2023Q1,2023-03-31,33.740091189435645,1.0861517924731863,MSFT,positive,36.56598899446185,14.701709126088359,29.36189677517725
2023Q3,2023-09-30,36.56598899446185,0.5409478803222421,MSFT,positive,14.701709126088359,33.8921400627243,9.316119025735293
2023Q4,2023-12-31,14.701709126088359,0.6712801819114445,MSFT,positive,33.8921400627243,29.36189677517725,28.97125567322239
2024Q1,2024-03-31,33.8921400627243,0.7616079627591832,MSFT,positive,29.36189677517725,9.316119025735293,33.039795038172855
2024Q3,2024-09-30,29.36189677517725,-0.05807439390701003,MSFT,positive,9.316119025735293,28.97125567322239,7.237335892608862
2024Q4,2024-12-31,9.316119025735293,-1.066824190604185,MSFT,positive,28.97125567322239,33.039795038172855,19.065945998117897
2025Q1,2025-03-31,28.97125567322239,-0.4731783492620037,MSFT,positive,33.039795038172855,7.237335892608862,
2025Q3,2025-09-30,33.039795038172855,0.30548814864946366,MSFT,positive,7.237335892608862,19.065945998117897,
2025Q4,2025-12-31,7.237335892608862,-0.17861932436223196,MSFT,positive,19.065945998117897,,
2026Q1,2026-03-31,19.065945998117897,0.10669918174662106,MSFT,positive,,,
2021Q2,2021-04-30,6.735371179039301,-0.5342666666666667,SNOW,positive,41.99052132701422,46.87083333333334,17.59923224568138
2022Q2,2022-04-30,41.99052132701422,-0.6323666666666666,SNOW,positive,46.87083333333334,40.886489746682756,
2023Q2,2023-04-30,46.87083333333334,-0.6340666666666667,SNOW,positive,40.886489746682756,17.59923224568138,
2024Q2,2024-04-30,40.886489746682756,0.8315666666666667,SNOW,positive,17.59923224568138,,
2025Q2,2025-04-30,17.59923224568138,0.6472666666666667,SNOW,positive,,,
