month,month_ts,V,phi,H,entropy_gap,ps_raw,n_structural,n_maintenance,ps_zscore,high_conviction,fwd_1m,fwd_3m,fwd_6m,monthly_return,vix_close,ps_quartile,ticker,fe_AMZN,fe_CRM,fe_SNOW
2020-08,2020-08-01,322,0.0993788819875776,0.2006223243127146,0.7993776756872853,25.580085621993128,32.0,290.0,1.5020102579089012,True,-0.0651423058876607,-0.0485190820566007,0.0355677000090488,0.1000927797884145,26.40999984741211,Q4 (highest),MSFT,0,0,0
2021-04,2021-04-01,329,0.1246200607902735,0.2811937964320427,0.7188062035679573,29.47105434628625,41.0,288.0,2.0496630689595388,True,-0.0099133493899018,0.1323969488946474,0.3205730801402275,0.0696017822070662,18.61000061035156,Q4 (highest),MSFT,0,0,0
2021-06,2021-06-01,338,0.1183431952662721,0.3470892250036761,0.6529107749963239,26.116430999852955,40.0,298.0,1.5775007269134582,True,0.0517164437139707,0.0426715623805276,0.246143618018126,0.087493879489245,15.829999923706056,Q4 (highest),MSFT,0,0,0
2021-10,2021-10-01,295,0.1254237288135593,0.3031197629182807,0.6968802370817193,25.78456877202361,37.0,258.0,1.5307912067835363,True,-0.0031061494214015,-0.060524407792677,-0.1598741075968249,0.1762912995798848,16.260000228881836,Q4 (highest),MSFT,0,0,0
2023-03,2023-03-01,297,0.1919191919191919,0.4728006997738104,0.5271993002261895,30.0503601128928,57.0,240.0,2.1312002012318003,True,0.0657648844347478,0.1837822233944406,0.0999314512292726,0.1587768013247661,18.700000762939453,Q4 (highest),MSFT,0,0,0
2023-06,2023-06-01,530,0.1547169811320754,0.6744255452552096,0.3255744547447904,26.69710528907281,82.0,448.0,1.659230478378849,True,-0.0135666695409416,-0.0708329374339901,0.1088303037193301,0.0392655072968379,13.59000015258789,Q4 (highest),MSFT,0,0,0
2019-08,,640,0.1219,0.5385,0.4615,,,,2.0095,True,-0.0227327431597064,0.0137984454038426,0.0604968914433643,-0.048473822697145,18.979999542236328,Q4 (highest),AMZN,1,0,0
2019-09,,619,0.1745,0.4981,0.5019,,,,3.5823,True,0.0234747012691118,0.0644791086155096,0.12316880646528,-0.0227327431597064,16.239999771118164,Q4 (highest),AMZN,1,0,0
2019-10,,647,0.1607,0.4712,0.5288,,,,3.6507,True,0.0135873012274039,0.1306158387339773,0.3925004974870569,0.0234747012691118,13.220000267028809,Q4 (highest),AMZN,1,0,0
2019-11,,651,0.129,0.5405,0.4595,,,,2.2346,True,0.026121694264473,0.0460628503143143,0.356269419304283,0.0135873012274039,12.619999885559082,Q4 (highest),AMZN,1,0,0
2020-06,,587,0.1465,0.5926,0.4074,,,,1.9268,True,0.1471136218500213,0.1413321598951162,0.1805518544538384,0.1295667285339112,30.43000030517578,Q4 (highest),AMZN,1,0,0
2020-07,,650,0.1631,0.5663,0.4337,,,,2.8712,True,0.090461033692982,-0.0406138925632083,0.0131198358962174,0.1471136218500213,24.459999084472656,Q4 (highest),AMZN,1,0,0
2020-08,,617,0.1572,0.5858,0.4142,,,,2.3711,True,-0.0875785918526055,-0.0819830482664382,-0.1037479662818866,0.090461033692982,26.40999984741211,Q4 (highest),AMZN,1,0,0
2019-02,,48,0.3542,0.0,1.0,,,,2.1434,True,-0.0322639486044418,-0.0747938581532169,-0.0463183499002108,0.0768573952011528,14.779999732971191,Q4 (highest),CRM,0,1,0
2019-03,,81,0.2716,0.0,1.0,,,,3.0745,True,0.044073857618351,-0.0419273612974864,-0.0627012340300811,-0.0322639486044418,13.710000038146973,Q4 (highest),CRM,0,1,0
2019-04,,75,0.2267,0.0,1.0,,,,2.1434,True,-0.0843060070791154,-0.0656181987630041,-0.0535832719311231,0.044073857618351,13.119999885559082,Q4 (highest),CRM,0,1,0
2019-05,,92,0.1957,0.1548,0.8452,,,,1.8109,True,0.0021133565730635,0.0307774743001238,0.07582059119174,-0.0843060070791154,18.709999084472656,Q4 (highest),CRM,0,1,0
2019-11,,57,0.2456,0.0,1.0,,,,1.5848,True,-0.0015346891940714,0.0461047400186509,0.0730555209412455,0.0408971266019058,12.619999885559082,Q4 (highest),CRM,0,1,0
2019-12,,61,0.2951,0.0,1.0,,,,2.3296,True,0.1209419612508901,-0.1147318909680195,0.1518077260037102,-0.0015346891940714,13.779999732971191,Q4 (highest),CRM,0,1,0
2020-02,,192,0.2135,0.5773,0.4227,,,,2.2047,True,-0.1550468477798562,0.02576298518838,0.60005873292972,-0.0653283671020753,40.11000061035156,Q4 (highest),CRM,0,1,0
2020-03,,322,0.1739,0.661,0.339,,,,2.5125,True,0.1248089112522345,0.301083495782068,0.7455202216414405,-0.1550468477798562,53.540000915527344,Q4 (highest),CRM,0,1,0
2020-07,,244,0.1598,0.6491,0.3509,,,,1.5262,True,0.3992813464174551,0.192045036747543,0.1576084335200143,0.0401430736502665,24.459999084472656,Q4 (highest),CRM,0,1,0
2024-11,,230,0.1739,0.5412,0.4588,,,,2.3951,True,0.013151763215945,-0.0963670094555624,-0.1936415331740651,0.1325463534561666,13.510000228881836,Q4 (highest),CRM,0,1,0
2024-12,,201,0.194,0.5456,0.4544,,,,2.2776,True,0.0232105149593258,-0.1964040631679505,-0.1821549433181432,0.013151763215945,17.350000381469727,Q4 (highest),CRM,0,1,0
2024-06,,411,0.1873,0.3624,0.6376,,,,1.7217,True,-0.0348655828170827,-0.149751989606538,0.1430158253605622,-0.008004085743239,12.4399995803833,Q4 (highest),SNOW,0,0,1
2024-07,,385,0.2208,0.3173,0.6827,,,,2.2007,True,-0.1238686985814639,-0.11934349290732,0.3921612801746696,-0.0348655828170827,16.360000610351562,Q4 (highest),SNOW,0,0,1
2024-08,,375,0.264,0.2917,0.7083,,,,2.8491,True,0.0055151644480777,0.5302459766683332,0.5503808185151902,-0.1238686985814639,15.0,Q4 (highest),SNOW,0,0,1
