month,ps_zscore,high_conviction,V,phi,H,entropy_gap,fwd_1m,fwd_3m,fwd_6m,ret,vix_close,ps_quartile,mkt_fwd_1m,mkt_fwd_3m,mkt_fwd_6m,sec_fwd_1m,sec_fwd_3m,sec_fwd_6m,momentum
2021-10,-0.8165,False,169,0.0296,0.361,0.639,-0.13957216095058178,-0.4295008567089511,-0.5728163849479794,,16.260000228881836,Q1 (lowest),-0.008034770708286731,-0.01689554720320874,-0.09693646223524166,0.019968465284224024,-0.05852279611497113,-0.18666209754861185,
2021-11,-0.525,False,343,0.0233,0.4772,0.5228,-0.09881915087068271,-0.39641599435295205,-0.5966438962354936,-0.13957216095058178,27.190000534057617,Q2,0.04258495159208908,-0.03818594917438356,-0.08756680009523454,0.010232934930408,-0.1182700341496189,-0.21523693006056388,
2021-12,-0.5788,False,463,0.0173,0.5,0.5,-0.26425284900884516,-0.3741379222650637,-0.3891954093143858,-0.09881915087068271,17.219999313354492,Q2,-0.049413238680520055,-0.045758018797961264,-0.20045590284826498,-0.08630438400090856,-0.087588219845946,-0.2937414678425896,
2022-01,-1.1905,False,480,0.0146,0.7244,0.2756,-0.08967351174665694,-0.25121076854258073,-0.10326512091475493,-0.26425284900884516,24.829999923706055,Q1 (lowest),-0.029517064286520123,-0.08141649120226035,-0.07747074412799138,-0.044759919462320275,-0.13610451841517857,-0.12833739856941784,
2022-02,-1.1905,False,515,0.0136,0.7244,0.2756,-0.06555688458580156,-0.33173162311995885,0.02745835698561283,-0.08967351174665694,30.149999618530273,Q1 (lowest),0.034376997221726935,-0.05134136986090265,-0.08819805237864708,0.045386304457886384,-0.10997346088541482,-0.134325273891596,-0.16754805361003655
2022-03,-0.7183,False,581,0.0224,0.7286,0.2714,-0.1197428901084866,-0.02405879439734826,-0.05932046826406612,-0.06555688458580156,20.559999465942383,Q2,-0.08493512145673587,-0.16211599059541904,-0.20326518660460358,-0.1348889488557442,-0.22594321169531162,-0.260482132364521,-0.14807941814419165
2022-04,-0.3892,False,562,0.0285,0.7099,0.2901,-0.18756523307378326,0.19757982809110253,0.011057767075366431,-0.1197428901084866,33.400001525878906,Q2,0.002257283687025602,0.004295469096144755,-0.054680558389847644,-0.015865876107128418,0.008990809665437638,-0.109386402493172,-0.13157491143251362
2022-05,-0.7236,False,600,0.0267,0.7806,0.2194,0.3646636174557967,0.5374936066592431,0.015665142061231707,-0.18756523307378326,26.190000534057617,Q1 (lowest),-0.08640693487294449,-0.03885136480795026,-0.004376313952454858,-0.09082670032359463,-0.027360771770251646,-0.04485532861088626,-0.12960290787850912
2022-06,-0.8865,False,573,0.0244,0.7887,0.2113,0.08016564142189853,-0.036130940741398,-0.144900279476469,0.3646636174557967,28.709999084472656,Q1 (lowest),0.09680516770223724,-0.04911085012641081,0.02229213603021063,0.12768095717670924,-0.044620654700096685,-0.046413217057046596,-0.13760175323237603
2022-07,-0.8018,False,572,0.021,0.7296,0.2704,0.04303131254956938,-0.15574916731275057,-0.13919863181300596,0.08016564142189853,21.329999923706055,Q1 (lowest),-0.04080198510299793,-0.058723781298217204,-0.0047721100386564075,-0.0513219292303424,-0.11732238889059976,-0.062144046751072435,-0.060354625177962806
