month,ps_zscore,high_conviction,V,phi,H,entropy_gap,fwd_1m,fwd_3m,fwd_6m,monthly_return,vix_close,ps_quartile
2019-01,-1.7654,False,413,0.1889,0.2755,0.7245,0.09961018717458803,0.5257687011443266,0.5506712892404557,0.10293769962360488,16.56999969482422,Q1 (lowest)
2019-02,-1.1765,False,691,0.1939,0.2642,0.7358,0.4476172489826973,0.38184324253181723,0.49970462012585637,0.09961018717458803,14.779999732971191,Q1 (lowest)
2019-03,-0.8552,False,987,0.1672,0.2632,0.7368,-0.04149099392087452,0.034485049095998255,-0.18051965817075333,0.4476172489826973,13.710000038146973,Q1 (lowest)
2019-04,-1.0297,False,980,0.151,0.2629,0.7371,-0.00411582343592809,0.016321338927356432,-0.09331536827096543,-0.04149099392087452,13.119999885559082,Q1 (lowest)
2019-05,-1.0238,False,1001,0.1399,0.2177,0.7823,0.08372524089077227,0.0852928711205283,0.059569622548824475,-0.00411582343592809,18.709999084472656,Q1 (lowest)
2019-06,-1.0846,False,1022,0.1321,0.2209,0.7791,-0.05832070044555382,-0.20783742351292267,-0.13465708607185245,0.08372524089077227,15.079999923706055,Q1 (lowest)
2019-07,-1.4072,False,1040,0.1115,0.2922,0.7078,0.06346876316446104,-0.10787602601558521,0.14446307963314986,-0.05832070044555382,16.1200008392334,Q1 (lowest)
2019-08,-1.6004,False,1083,0.1016,0.379,0.621,-0.2089816473762015,-0.023701665473159772,0.001247471895816643,0.06346876316446104,18.979999542236328,Q1 (lowest)
2019-09,-1.577,False,1069,0.102,0.358,0.642,0.06050791071556927,0.09238045271665762,0.13330004549900254,-0.2089816473762015,16.239999771118164,Q1 (lowest)
2019-10,-1.2081,False,1236,0.123,0.3662,0.6338,0.1638099777340143,0.2828520620533659,0.2689207884675222,0.06050791071556927,13.220000267028809,Q1 (lowest)
2019-11,-0.8062,False,1407,0.1258,0.2934,0.7066,-0.11492936576077484,0.02555482938631437,0.5609280791790587,0.1638099777340143,12.619999885559082,Q1 (lowest)
