label,beta_raw,pval_raw,r2_raw,beta_full,pval_full,r2_full,n_full,signal_retained,commercial_bar
1M forward,-0.008545864316646582,0.6923777869294794,0.0020439189437011507,-0.015782692915251566,0.4207332693624072,0.28287542983589054,75,184.68223143337633,fail
3M forward,-0.022678888335737092,0.5522402122356163,0.004731192381799532,-0.033846669758784656,0.288080611283688,0.4045484051819125,73,149.24307248979892,fail
6M forward,-0.09693038997828651,0.1167614200680996,0.03382212855948785,-0.08457958920630483,0.07777131508249344,0.488892568033802,70,87.25807172059413,fail
Low VIX - 1M,-0.0002301815507583997,0.9919455516942399,2.2899094637152118e-06,-0.009001771857633994,0.6297031309601364,0.5035613011331417,43,3910.726914461673,fail
Low VIX - 3M,-0.05462119820452831,0.12308813629603747,0.05318402597059546,-0.07332728642729786,0.035273714483017485,0.38291688638299104,42,134.24693862028596,PASS
Low VIX - 6M,-0.13670603595787909,0.03950887004200328,0.09935471043640742,-0.10497622232148614,0.0782349080961815,0.4672810813031103,39,76.78974932301503,fail
High VIX - 1M,-0.020147346499406867,0.6858177873898693,0.005531273404177139,-0.024060794789386664,0.6206915532066215,0.18744814273341615,32,119.42413751654595,fail
High VIX - 3M,0.12089721024517938,0.24507022144702656,0.046293776280439625,0.1130524311284499,0.16446554569373445,0.49977700166143335,31,93.51119922385283,fail
High VIX - 6M,0.036661420226151376,0.8064749425330107,0.0021031842780652177,0.08114106067760149,0.3997221011932146,0.6498839589964833,31,221.32547014564872,fail
