label,beta,pval,r2,n
1M forward,-0.023664722313094244,0.15635942836810443,0.025919796200298717,79
3M forward,-0.06953017564811662,0.06250853313847225,0.04550111262951739,77
6M forward,-0.13469439056600568,0.03077369863943091,0.06316515156707303,74
Low VIX — 1M,-0.04399967734566436,0.021149385086371462,0.11255146608163291,47
Low VIX — 3M,-0.12074675454787363,0.00038371841356878833,0.2515734745660473,46
Low VIX — 6M,-0.26455459644037754,3.375808413892972e-05,0.3457821945989026,43
High VIX — 1M,0.013354721568604335,0.7211734134203123,0.004307716193968858,32
High VIX — 3M,0.12486658399972939,0.32091440027109447,0.03397148653145843,31
High VIX — 6M,0.09258825203264298,0.5642717121541467,0.011592111108894798,31
