label,beta,pval,r2,n
1M forward,-0.014123154102045458,0.39973515382513936,0.008356692022438272,87
3M forward,-0.047503369340316695,0.0893668668254953,0.03437278246800901,85
6M forward,-0.05871855004965692,0.18007136836949716,0.022349953339805717,82
Low VIX — 1M,-0.01716746482400687,0.35701598014423186,0.016028500875074014,55
Low VIX — 3M,-0.059631786957728965,0.03987095338018337,0.07872604832798624,54
Low VIX — 6M,-0.05768422575296342,0.20346598747860997,0.032794276304029646,51
High VIX — 1M,-0.00788293042063367,0.8279251710786408,0.001600072724338375,32
High VIX — 3M,-0.02056041708639772,0.7522517967650417,0.00348978135915623,31
High VIX — 6M,-0.06824073822775356,0.5000476105819033,0.015829682606240736,31
