month,ps_zscore,high_conviction,V,phi,H,entropy_gap,fwd_1m,fwd_3m,fwd_6m,monthly_return,vix_close,ps_quartile
2019-01,-0.8491,False,182,0.0879,0.5024,0.4976,-0.036050764697562965,0.1319131230431314,0.24743961299810047,0.3223185838586635,16.56999969482422,Q1 (lowest)
2019-02,1.7254,True,550,0.1036,0.6325,0.3675,0.08457287348264253,0.16489583712459055,0.3365915786304654,-0.036050764697562965,14.779999732971191,Q4 (highest)
2019-03,2.8343,True,731,0.1012,0.6414,0.3586,0.08268019847785801,0.1900470334824882,0.1359717574886976,0.08457287348264253,13.710000038146973,Q4 (highest)
2019-04,3.7001,True,888,0.0845,0.5879,0.4121,-0.007962335144290567,0.10206303611391832,0.22801307766070833,0.08268019847785801,13.119999885559082,Q4 (highest)
2019-05,0.3656,False,808,0.0619,0.7182,0.2818,0.10798982153590764,0.14739149719144473,0.42831089908142483,-0.007962335144290567,18.709999084472656,Q3
2019-06,-0.3166,False,958,0.0637,0.8255,0.1745,0.0026341758806509574,-0.04543961244586081,0.5100427837692862,0.10798982153590764,15.079999923706055,Q2
2019-07,-1.073,False,949,0.0685,0.8949,0.1051,0.03284072167305485,0.11428569638894137,0.5435139186335742,0.0026341758806509574,16.1200008392334,Q1 (lowest)
2019-08,-0.722,False,978,0.0665,0.8677,0.1323,-0.07821942550539285,0.24483308668192794,0.44610487882180805,0.03284072167305485,18.979999542236328,Q1 (lowest)
2019-09,-1.2522,False,765,0.0641,0.879,0.121,0.17040360721144898,0.5819248351992212,0.5688168299865473,-0.07821942550539285,16.239999771118164,Q1 (lowest)
2019-10,-1.1714,False,629,0.0636,0.8416,0.1584,0.15384618843952236,0.3852048210217811,0.5440612708057275,0.17040360721144898,13.220000267028809,Q1 (lowest)
2019-11,-1.4678,False,494,0.0789,0.8759,0.1241,0.1713920516717533,0.16168576678530067,0.374201714947513,0.15384618843952236,12.619999885559082,Q1 (lowest)
2019-12,-1.1539,False,460,0.0717,0.8054,0.1946,0.024858250642742385,-0.008286111274701136,0.14718708918805334,0.1713920516717533,13.779999732971191,Q1 (lowest)
2020-01,-1.4946,False,400,0.0725,0.8378,0.1622,-0.03234043527156749,0.1146808380776263,0.64744681500374,0.024858250642742385,18.84000015258789,Q1 (lowest)
2020-02,-1.5859,False,467,0.0557,0.8368,0.1632,0.0,0.18293755010040424,0.9969217372238883,-0.03234043527156749,40.11000061035156,Q1 (lowest)
2020-03,-1.512,False,538,0.0688,0.8752,0.1248,0.15193491462098496,0.15677223262708595,0.8027704197232264,0.0,53.540000915527344,Q1 (lowest)
2020-04,-1.1603,False,643,0.0778,0.8722,0.1278,0.02691353051801526,0.4779538310220883,0.4371063522173593,0.15193491462098496,34.150001525878906,Q1 (lowest)
2020-05,-0.3845,False,655,0.0763,0.7939,0.2061,-0.022118933895620696,0.6881041074859748,0.7223049252067613,0.02691353051801526,27.510000228881836,Q2
